,Input,Target,Predicted,Edit Distance
3425,unavugalaich,உணவுகளைச்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3426,thondriya,தோன்றிய,்்்்்்்்்்்்்்்்்்்்்்்்,23
3427,pothumai,பொதுமை,்்்்்்்்்்்்்்்்்்்்்்்்,24
3428,mohammad,முஹம்மத்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3429,carson,கர்சன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3430,yuba,யூபா,்்்்்்்்்்்்்்்்்்்்்்்்,24
3431,nuzhinththathu,நுழைந்தது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3432,chozhar,சோழர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3433,surendarr,சரணடைய,்்்்்்்்்்்்்்்்்்்்்்்்,24
3434,vlademer,விளாடிமிர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3435,lugo,லூகோ,்்்்்்்்்்்்்்்்்்்்்்்்,24
3436,pyjmies,பியார்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3437,panesar,பனேசர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3438,morales,மோராலெஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3439,mahindhiraa,மஹிந்திரா,்்்்்்்்்்்்்்்்்்்்்்்்,23
3440,anjchu,அஞ்சு,்்்்்்்்்்்்்்்்்்்்்்்்,23
3441,kiriththavargalin,கிறித்தவர்களின்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3442,paaluuttikalil,பாலூட்டிகளில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3443,jaadhaav,ஜாதாவ்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3444,sadhaveedhamaaka,சதவீதமாக,்்்்்்்்்்்்்்்்்்்்்்்்,24
3445,thodumpothu,தொடும்போது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3446,leandro,லியான்ட்ரோ,்்்்்்்்்்்்்்்்்்்்்்்்,22
3447,pukalpetrtraar,புகழ்பெற்றார்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3448,kiiran,கிரண்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3449,porunkadalil,பொருங்கடலில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3450,upadhyay,உபாத்யாய்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3451,sasidharan,சசிதரன்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3452,siraikku,சிறைக்கு,்்்்்்்்்்்்்்்்்்்்்்்்,23
3453,valangappadaamal,வழங்கப்படாமல்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3454,sollikkinen,சொல்லிக்கினேன்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3455,pinpuramaaga,பின்புறமாக,்்்்்்்்்்்்்்்்்்்்்்்்,23
3456,nigazhvaip,நிகழ்வைப்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3457,theerkkatharisi,தீர்க்கதரிசி,்்்்்்்்்்்்்்்்்்்்்்்்,22
3458,oodakaththil,ஊடகத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3459,kayitrtrin,கயிற்றின்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3460,onrukkaakavum,ஒன்றுக்காகவும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3461,yenid,எனிட்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3462,thokuppil,தொகுப்பில்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3463,rehmaan,ரஹ்மான்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3464,kadanthadhu,கடந்தது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3465,kalluri,கல்லூரி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3466,caent,சென்ட்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3467,suyanalaththukkaagavo,சுயநலத்துக்காகவோ,்்்்்்்்்்்்்்்்்்்்்்்்,22
3468,uruthiyaana,உறுதியான,்்்்்்்்்்்்்்்்்்்்்்்்,24
3469,indiavai,இந்தியாவை,்்்்்்்்்்்்்்்்்்்்்்்்,23
3470,nakarththuvathaiyum,நகர்த்துவதையும்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3471,vinchi,விஞ்சி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3472,thadayanggal,தடயங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3473,godfrey,காட்ஃப்ரே,்்்்்்்்்்்்்்்்்்்்்்்்,22
3474,jaapaan,ஜப்பான்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3475,kofi,கோபி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3476,nuzhinththapoathu,நுழைந்தபோது,்்்்்்்்்்்்்்்்்்்்்்்்,23
3477,richardson,ரிச்சர்ட்சன்,்்்்்்்்்்்்்்்்்்்்்்்்,20
3478,yavarukkum,எவருக்கும்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3479,saasanangal,சாசனங்கள்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3480,sirohi,சிரோஹி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3481,keezhiranki,கீழிறங்கி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3482,symms,சிம்ஸ்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3483,alexander,அலெக்சாண்டர்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3484,thunichchal,துணிச்சல்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3485,sanggaththil,சங்கத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3486,paekki,பெக்கி,்்்்்்்்்்்்்்்்்்்்்்்்,23
3487,kalviyodu,கல்வியோடு,்்்்்்்்்்்்்்்்்்்்்்்்,23
3488,kaasivisuvanathasuvamy,காசிவிசுவநாதசுவாமி,்்்்்்்்்்்்்்்்்்்்்்்்,24
3489,pirajvaran,பிரஜ்வரன்,்்்்்்்்்்்்்்்்்்்்்்்்,22
3490,kaalakattangalil,காலகட்டங்களில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3491,kidaikkakkoodiya,கிடைக்கக்கூடிய,்்்்்்்்்்்்்்்்்்்்்்்்,22
3492,nathikalum,நதிகளும்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3493,roaver,ரோவர்,்்்்்்்்்்்்்்்்்்்்்்்்,23
3494,achchaththil,அச்சத்தில்,்்்்்்்்்்்்்்்்்்்்்்்்,21
3495,thanakkaga,தனக்காக,்்்்்்்்்்்்்்்்்்்்்்்்,23
3496,kalaai,கலாய்,்்்்்்்்்்்்்்்்்்்்்்்்,23
